snp_index,position_bp,snp_index_qc,snp_index_pruned
11198,4481082.0,9670,1987
11199,4481185.0,9671,1988
11212,4484668.0,9682,1989
11217,4486283.0,9687,1990
11218,4486765.0,9688,1991
11223,4488131.0,9693,1992
11230,4490870.0,9699,1993
11234,4491477.0,9703,1994
11241,4496093.0,9710,1995
11267,4504005.0,9730,1996
11284,4512734.0,9744,1997
11286,4513986.0,9746,1998
11288,4516256.0,9748,1999
11291,4517078.0,9749,2000
11294,4518133.0,9752,2001
11295,4518596.0,9753,2002
11304,4523680.0,9762,2003
11305,4523788.0,9763,2004
11309,4526706.0,9766,2005
11312,4528567.0,9769,2006
11321,4530926.0,9777,2007
11322,4531410.0,9778,2008
11325,4533694.0,9781,2009
11332,4536522.0,9786,2010
11346,4539983.0,9797,2011
11347,4540523.0,9798,2012
11360,4547176.0,9810,2013
11369,4548922.0,9817,2014
11373,4550230.0,9821,2015
11376,4551204.0,9824,2016
11387,4554784.0,9834,2017
11388,4555092.0,9835,2018
11403,4565144.0,9844,2019
11404,4565767.0,9845,2020
11407,4567079.0,9847,2021
11409,4567612.0,9849,2022
11415,4572760.0,9854,2023
11416,4572824.0,9855,2024
11426,4575452.0,9864,2025
11433,4577677.0,9867,2026
11452,4584371.0,9879,2027
11455,4585652.0,9882,2028
11456,4586224.0,9883,2029
11459,4590036.0,9885,2030
11463,4591171.0,9889,2031
11465,4591775.0,9891,2032
11466,4592290.0,9892,2033
11469,4593153.0,9894,2034
11472,4595146.0,9897,2035
11474,4596906.0,9899,2036
11481,4601857.0,9906,2037
11486,4605400.0,9909,2038
11487,4605589.0,9910,2039
11488,4605901.0,9911,2040
11500,4610007.0,9922,2041
11503,4610202.0,9923,2042
11512,4612989.0,9928,2043
11520,4615040.0,9934,2044
11527,4619430.0,9940,2045
11530,4620028.0,9943,2046
11548,4624427.0,9959,2047
11557,4626951.0,9967,2048
11577,4633632.0,9987,2049
11587,4635204.0,9997,2050
11592,4637988.0,10001,2051
11593,4638564.0,10002,2052
11600,4641070.0,10008,2053
11604,4641977.0,10010,2054
11610,4645310.0,10016,2055
11611,4645429.0,10017,2056
11627,4653347.0,10030,2057
11630,4654440.0,10032,2058
11652,4661574.0,10050,2059
11658,4664785.0,10055,2060
11665,4667925.0,10059,2061
11666,4668040.0,10060,2062
11667,4669428.0,10061,2063
11672,4672772.0,10065,2064
11677,4674717.0,10069,2065
11678,4675440.0,10070,2066
11689,4677989.0,10077,2067
11691,4678409.0,10079,2068
11694,4680817.0,10082,2069
11695,4680878.0,10083,2070
11696,4680921.0,10084,2071
11698,4681175.0,10086,2072
11705,4684491.0,10093,2073
11714,4688549.0,10101,2074
11717,4690352.0,10103,2075
11718,4690838.0,10104,2076
11733,4697357.0,10117,2077
11739,4699844.0,10123,2078
11741,4700881.0,10125,2079
11751,4704715.0,10131,2080
11755,4706498.0,10134,2081
11757,4706596.0,10136,2082
11765,4708960.0,10144,2083
11770,4711123.0,10148,2084
11779,4714096.0,10154,2085
11789,4716129.0,10163,2086
11797,4717611.0,10170,2087
11802,4718546.0,10174,2088
11805,4719318.0,10177,2089
11806,4719394.0,10178,2090
11808,4719947.0,10180,2091
11811,4721051.0,10181,2092
11813,4721255.0,10183,2093
11819,4723261.0,10189,2094
11821,4724079.0,10191,2095
11822,4724785.0,10192,2096
11825,4725962.0,10195,2097
11826,4726623.0,10196,2098
11843,4733118.0,10210,2099
11849,4735303.0,10215,2100
11851,4735847.0,10217,2101
11859,4739514.0,10224,2102
11865,4741432.0,10229,2103
11866,4741764.0,10230,2104
11889,4747753.0,10250,2105
11893,4748886.0,10253,2106
11894,4750205.0,10254,2107
11901,4752299.0,10261,2108
11903,4754043.0,10263,2109
11905,4754767.0,10265,2110
11930,4764019.0,10283,2111
11937,4766054.0,10289,2112
11940,4766534.0,10292,2113
11947,4770388.0,10298,2114
11951,4771487.0,10301,2115
11952,4771496.0,10302,2116
11956,4772926.0,10306,2117
11966,4775065.0,10314,2118
11968,4775293.0,10316,2119
11980,4782188.0,10323,2120
11981,4784170.0,10324,2121
11983,4784772.0,10326,2122
11986,4785984.0,10329,2123
11994,4789982.0,10336,2124
11997,4791515.0,10339,2125
11999,4792264.0,10340,2126
12000,4792455.0,10341,2127
12008,4793500.0,10345,2128
12015,4795709.0,10351,2129
12022,4799023.0,10357,2130
12030,4802284.0,10365,2131
12037,4803870.0,10371,2132
12038,4804012.0,10372,2133
12052,4808056.0,10383,2134
12059,4811000.0,10390,2135
12060,4811115.0,10391,2136
12061,4811621.0,10392,2137
12068,4814131.0,10399,2138
12076,4817235.0,10407,2139
12086,4820745.0,10416,2140
12088,4821654.0,10418,2141
12098,4826294.0,10424,2142
12106,4828603.0,10432,2143
12108,4828827.0,10434,2144
12116,4831330.0,10441,2145
12123,4833598.0,10448,2146
12125,4834573.0,10450,2147
12127,4835125.0,10452,2148
12142,4839550.0,10466,2149
12144,4840465.0,10467,2150
12150,4842541.0,10473,2151
12154,4843924.0,10477,2152
12155,4844414.0,10478,2153
12158,4845538.0,10481,2154
12165,4848051.0,10488,2155
12166,4848188.0,10489,2156
12170,4849158.0,10493,2157
12183,4854477.0,10504,2158
12199,4859498.0,10520,2159
12204,4861758.0,10525,2160
12211,4863769.0,10531,2161
12224,4868199.0,10541,2162
12228,4870407.0,10545,2163
12233,4871114.0,10550,2164
12237,4873134.0,10554,2165
12244,4874957.0,10561,2166
12259,4878967.0,10574,2167
12260,4879150.0,10575,2168
12275,4884199.0,10587,2169
12279,4885378.0,10591,2170
12285,4886938.0,10597,2171
12286,4887730.0,10598,2172
12291,4888374.0,10603,2173
12294,4889579.0,10605,2174
12295,4889815.0,10606,2175
12305,4892568.0,10614,2176
12311,4896059.0,10620,2177
12312,4896067.0,10621,2178
12317,4897346.0,10625,2179
12326,4902576.0,10633,2180
12332,4904351.0,10639,2181
12335,4904803.0,10642,2182
12337,4905727.0,10643,2183
12340,4907433.0,10646,2184
12343,4908230.0,10649,2185
12351,4911750.0,10656,2186
12357,4915113.0,10661,2187
12360,4916256.0,10664,2188
12364,4917066.0,10668,2189
12378,4921564.0,10680,2190
12395,4925742.0,10695,2191
12396,4926524.0,10696,2192
12412,4930861.0,10711,2193
12421,4936675.0,10717,2194
12428,4938651.0,10724,2195
12429,4938829.0,10725,2196
12431,4940020.0,10727,2197
12457,4947624.0,10746,2198
12476,4958026.0,10761,2199
12483,4960163.0,10767,2200
12485,4960775.0,10769,2201
12486,4960843.0,10770,2202
12501,4966228.0,10780,2203
12504,4968389.0,10783,2204
12505,4968537.0,10784,2205
12513,4970916.0,10791,2206
12524,4974287.0,10801,2207
12533,4976676.0,10809,2208
12536,4977389.0,10812,2209
12538,4978118.0,10814,2210
12568,4990714.0,10841,2211
12582,4998465.0,10850,2212
12585,4999335.0,10853,2213
